# Simulation 1 (Up to date),
# 2735 data points written for 2 variables.,
# Simulation warnings:,
#   No recovery device defined in the simulation.,
#,
# Drag coefficient (​),Mach number (​)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.,
# Event IGNITION occurred at t=0 seconds,
# Event LAUNCH occurred at t=0 seconds,
0.55,0.78
0.55,0.78
0.55,0.779
0.55,0.779
0.55,0.779
0.55,0.779
0.55,0.778
0.55,0.778
0.549,0.778
0.549,0.777
0.549,0.777
0.549,0.777
0.549,0.776
0.549,0.776
0.549,0.776
0.548,0.775
0.548,0.775
0.548,0.774
0.547,0.773
0.547,0.772
0.547,0.771
0.546,0.771
0.546,0.77
0.546,0.77
0.546,0.769
0.546,0.768
0.545,0.768
0.545,0.767
0.545,0.766
0.544,0.765
0.544,0.764
0.543,0.763
# Event BURNOUT occurred at t=3.902 seconds,
# Event EJECTION_CHARGE occurred at t=3.904 seconds,
0.543,0.763
0.543,0.762
0.543,0.762
0.543,0.761
0.542,0.761
0.542,0.759
0.541,0.757
0.54,0.754
0.539,0.751
0.537,0.747
0.536,0.744
0.535,0.741
0.534,0.737
0.533,0.734
0.532,0.73
0.53,0.727
0.529,0.724
0.528,0.721
0.527,0.717
0.526,0.714
0.525,0.711
0.524,0.708
0.523,0.705
0.522,0.702
0.521,0.699
0.52,0.696
0.519,0.692
0.518,0.689
0.518,0.686
0.517,0.683
0.516,0.68
0.515,0.677
0.514,0.675
0.513,0.672
0.513,0.669
0.512,0.666
0.511,0.663
0.51,0.66
0.509,0.657
0.509,0.654
0.508,0.652
0.507,0.649
0.507,0.646
0.506,0.643
0.505,0.64
0.504,0.638
0.504,0.635
0.503,0.632
0.502,0.63
0.502,0.627
0.501,0.624
0.501,0.622
0.5,0.619
0.499,0.616
0.499,0.614
0.498,0.611
0.497,0.608
0.497,0.606
0.496,0.603
0.496,0.601
0.495,0.598
0.495,0.596
0.494,0.593
0.494,0.591
0.493,0.588
0.492,0.586
0.492,0.583
0.491,0.581
0.491,0.578
0.49,0.576
0.49,0.573
0.489,0.571
0.489,0.568
0.488,0.566
0.488,0.564
0.487,0.561
0.487,0.559
0.486,0.556
0.486,0.554
0.486,0.552
0.485,0.549
0.485,0.547
0.484,0.545
0.484,0.542
0.483,0.54
0.483,0.538
0.482,0.536
0.482,0.533
0.482,0.531
0.481,0.529
0.481,0.527
0.48,0.524
0.48,0.522
0.48,0.52
0.479,0.518
0.479,0.515
0.478,0.513
0.478,0.511
0.478,0.509
0.477,0.507
0.477,0.504
0.477,0.502
0.476,0.5
0.476,0.498
0.475,0.496
0.475,0.494
0.475,0.491
0.474,0.489
0.474,0.487
0.474,0.485
0.473,0.483
0.473,0.481
0.473,0.479
0.472,0.477
0.472,0.475
0.472,0.473
0.471,0.47
0.471,0.468
0.471,0.466
0.471,0.464
0.47,0.462
0.47,0.46
0.47,0.458
0.469,0.456
0.469,0.454
0.469,0.452
0.468,0.45
0.468,0.448
0.468,0.446
0.468,0.444
0.467,0.442
0.467,0.44
0.467,0.438
0.466,0.436
0.466,0.434
0.466,0.432
0.466,0.43
0.465,0.428
0.465,0.426
0.465,0.424
0.465,0.423
0.464,0.421
0.464,0.419
0.464,0.417
0.463,0.415
0.463,0.413
0.463,0.411
0.463,0.409
0.462,0.407
0.462,0.405
0.462,0.403
0.462,0.401
0.462,0.4
0.461,0.398
0.461,0.396
0.461,0.394
0.461,0.392
0.46,0.39
0.46,0.388
0.46,0.387
0.46,0.385
0.459,0.383
0.459,0.381
0.459,0.379
0.459,0.377
0.459,0.375
0.458,0.374
0.458,0.372
0.458,0.37
0.458,0.368
0.458,0.366
0.457,0.365
0.457,0.363
0.457,0.361
0.457,0.359
0.457,0.357
0.456,0.356
0.456,0.354
0.456,0.352
0.456,0.35
0.456,0.348
0.455,0.347
0.455,0.345
